GEO_ID,NAME,Population
480219501004,"Block Group 4, Census Tract 9501, Bastrop County, Texas",1388
480219501005,"Block Group 5, Census Tract 9501, Bastrop County, Texas",1131
480219502001,"Block Group 1, Census Tract 9502, Bastrop County, Texas",2126
480219502002,"Block Group 2, Census Tract 9502, Bastrop County, Texas",3182
480219502003,"Block Group 3, Census Tract 9502, Bastrop County, Texas",2053
480219502004,"Block Group 4, Census Tract 9502, Bastrop County, Texas",801
480219502005,"Block Group 5, Census Tract 9502, Bastrop County, Texas",1211
480219503001,"Block Group 1, Census Tract 9503, Bastrop County, Texas",1263
480219503002,"Block Group 2, Census Tract 9503, Bastrop County, Texas",6281
480219503003,"Block Group 3, Census Tract 9503, Bastrop County, Texas",2488
480219503004,"Block Group 4, Census Tract 9503, Bastrop County, Texas",2611
480219503005,"Block Group 5, Census Tract 9503, Bastrop County, Texas",3391
480219504001,"Block Group 1, Census Tract 9504, Bastrop County, Texas",1266
480219504002,"Block Group 2, Census Tract 9504, Bastrop County, Texas",2275
480219504003,"Block Group 3, Census Tract 9504, Bastrop County, Texas",1191
480219504004,"Block Group 4, Census Tract 9504, Bastrop County, Texas",2387
480219504005,"Block Group 5, Census Tract 9504, Bastrop County, Texas",2256
480219505011,"Block Group 1, Census Tract 9505.01, Bastrop County, Texas",3137
480219505012,"Block Group 2, Census Tract 9505.01, Bastrop County, Texas",2649
480219505013,"Block Group 3, Census Tract 9505.01, Bastrop County, Texas",2802
480219505021,"Block Group 1, Census Tract 9505.02, Bastrop County, Texas",2889
480219505022,"Block Group 2, Census Tract 9505.02, Bastrop County, Texas",2031
480219505023,"Block Group 3, Census Tract 9505.02, Bastrop County, Texas",1466
480219506001,"Block Group 1, Census Tract 9506, Bastrop County, Texas",2976
480219506002,"Block Group 2, Census Tract 9506, Bastrop County, Texas",977
480219506003,"Block Group 3, Census Tract 9506, Bastrop County, Texas",1547
480219507001,"Block Group 1, Census Tract 9507, Bastrop County, Texas",1260
480219507002,"Block Group 2, Census Tract 9507, Bastrop County, Texas",716
480219507003,"Block Group 3, Census Tract 9507, Bastrop County, Texas",1147
480219507004,"Block Group 4, Census Tract 9507, Bastrop County, Texas",1456
480219508011,"Block Group 1, Census Tract 9508.01, Bastrop County, Texas",2630
480219508012,"Block Group 2, Census Tract 9508.01, Bastrop County, Texas",1623
480219508013,"Block Group 3, Census Tract 9508.01, Bastrop County, Texas",3761
480219508021,"Block Group 1, Census Tract 9508.02, Bastrop County, Texas",5544
480219508022,"Block Group 2, Census Tract 9508.02, Bastrop County, Texas",1475
480219508023,"Block Group 3, Census Tract 9508.02, Bastrop County, Texas",1356
480239503001,"Block Group 1, Census Tract 9503, Baylor County, Texas",623
480239503002,"Block Group 2, Census Tract 9503, Baylor County, Texas",825
480239503003,"Block Group 3, Census Tract 9503, Baylor County, Texas",798
480239503004,"Block Group 4, Census Tract 9503, Baylor County, Texas",469
480239503005,"Block Group 5, Census Tract 9503, Baylor County, Texas",862
480259501001,"Block Group 1, Census Tract 9501, Bee County, Texas",559
480259501002,"Block Group 2, Census Tract 9501, Bee County, Texas",1260
480259502011,"Block Group 1, Census Tract 9502.01, Bee County, Texas",3860
480259502012,"Block Group 2, Census Tract 9502.01, Bee County, Texas",2669
480259502013,"Block Group 3, Census Tract 9502.01, Bee County, Texas",1888
480259502021,"Block Group 1, Census Tract 9502.02, Bee County, Texas",1254
480259502022,"Block Group 2, Census Tract 9502.02, Bee County, Texas",1709
480259502023,"Block Group 3, Census Tract 9502.02, Bee County, Texas",1644
480259502024,"Block Group 4, Census Tract 9502.02, Bee County, Texas",1102
480259503001,"Block Group 1, Census Tract 9503, Bee County, Texas",812
480259503002,"Block Group 2, Census Tract 9503, Bee County, Texas",1810
480259503003,"Block Group 3, Census Tract 9503, Bee County, Texas",1235
480259503004,"Block Group 4, Census Tract 9503, Bee County, Texas",790
480259503005,"Block Group 5, Census Tract 9503, Bee County, Texas",1073
480259504001,"Block Group 1, Census Tract 9504, Bee County, Texas",1338
480259504002,"Block Group 2, Census Tract 9504, Bee County, Texas",851
480259505001,"Block Group 1, Census Tract 9505, Bee County, Texas",980
480259505002,"Block Group 2, Census Tract 9505, Bee County, Texas",768
480259505003,"Block Group 3, Census Tract 9505, Bee County, Texas",943
480259505004,"Block Group 4, Census Tract 9505, Bee County, Texas",542
480259505005,"Block Group 5, Census Tract 9505, Bee County, Texas",406
480259505006,"Block Group 6, Census Tract 9505, Bee County, Texas",1910
480259505007,"Block Group 7, Census Tract 9505, Bee County, Texas",666
480259506001,"Block Group 1, Census Tract 9506, Bee County, Texas",2542
480270201001,"Block Group 1, Census Tract 201, Bell County, Texas",2758
480270201002,"Block Group 2, Census Tract 201, Bell County, Texas",3382
480270201003,"Block Group 3, Census Tract 201, Bell County, Texas",1504
480270202011,"Block Group 1, Census Tract 202.01, Bell County, Texas",2602
480270202012,"Block Group 2, Census Tract 202.01, Bell County, Texas",6143
480270202021,"Block Group 1, Census Tract 202.02, Bell County, Texas",3185
480270202022,"Block Group 2, Census Tract 202.02, Bell County, Texas",2581
480270202023,"Block Group 3, Census Tract 202.02, Bell County, Texas",1554
480270203001,"Block Group 1, Census Tract 203, Bell County, Texas",3344
480270203002,"Block Group 2, Census Tract 203, Bell County, Texas",7899
480270204011,"Block Group 1, Census Tract 204.01, Bell County, Texas",754
480270204012,"Block Group 2, Census Tract 204.01, Bell County, Texas",2556
480270204021,"Block Group 1, Census Tract 204.02, Bell County, Texas",2498
480270205001,"Block Group 1, Census Tract 205, Bell County, Texas",1264
480270205002,"Block Group 2, Census Tract 205, Bell County, Texas",1471
480270205003,"Block Group 3, Census Tract 205, Bell County, Texas",973
480270206001,"Block Group 1, Census Tract 206, Bell County, Texas",840
480270206002,"Block Group 2, Census Tract 206, Bell County, Texas",1158
480270206003,"Block Group 3, Census Tract 206, Bell County, Texas",652
480270207011,"Block Group 1, Census Tract 207.01, Bell County, Texas",738
480270207012,"Block Group 2, Census Tract 207.01, Bell County, Texas",736
480270207021,"Block Group 1, Census Tract 207.02, Bell County, Texas",663
480270207022,"Block Group 2, Census Tract 207.02, Bell County, Texas",1065
480270208001,"Block Group 1, Census Tract 208, Bell County, Texas",665
480270208002,"Block Group 2, Census Tract 208, Bell County, Texas",815
480270208003,"Block Group 3, Census Tract 208, Bell County, Texas",1417
480270209001,"Block Group 1, Census Tract 209, Bell County, Texas",2166
480270209002,"Block Group 2, Census Tract 209, Bell County, Texas",721
480270210001,"Block Group 1, Census Tract 210, Bell County, Texas",372
480270210002,"Block Group 2, Census Tract 210, Bell County, Texas",741
480270210003,"Block Group 3, Census Tract 210, Bell County, Texas",866
480270210004,"Block Group 4, Census Tract 210, Bell County, Texas",834
480270210005,"Block Group 5, Census Tract 210, Bell County, Texas",997
480270210006,"Block Group 6, Census Tract 210, Bell County, Texas",427
480270211001,"Block Group 1, Census Tract 211, Bell County, Texas",1046
480270211002,"Block Group 2, Census Tract 211, Bell County, Texas",1174
480270211003,"Block Group 3, Census Tract 211, Bell County, Texas",1211
480270211004,"Block Group 4, Census Tract 211, Bell County, Texas",711
480270211005,"Block Group 5, Census Tract 211, Bell County, Texas",1605
480270212011,"Block Group 1, Census Tract 212.01, Bell County, Texas",1019
480270212012,"Block Group 2, Census Tract 212.01, Bell County, Texas",1017
480270212013,"Block Group 3, Census Tract 212.01, Bell County, Texas",1308
480270212021,"Block Group 1, Census Tract 212.02, Bell County, Texas",968
480270212022,"Block Group 2, Census Tract 212.02, Bell County, Texas",1625
480270212023,"Block Group 3, Census Tract 212.02, Bell County, Texas",1508
480270212031,"Block Group 1, Census Tract 212.03, Bell County, Texas",2049
480270212032,"Block Group 2, Census Tract 212.03, Bell County, Texas",2507
480270213011,"Block Group 1, Census Tract 213.01, Bell County, Texas",690
480270213012,"Block Group 2, Census Tract 213.01, Bell County, Texas",2157
480270213013,"Block Group 3, Census Tract 213.01, Bell County, Texas",2296
480270213021,"Block Group 1, Census Tract 213.02, Bell County, Texas",2111
480270213022,"Block Group 2, Census Tract 213.02, Bell County, Texas",864
480270213031,"Block Group 1, Census Tract 213.03, Bell County, Texas",6065
480270213032,"Block Group 2, Census Tract 213.03, Bell County, Texas",3416
480270213033,"Block Group 3, Census Tract 213.03, Bell County, Texas",756
480270214001,"Block Group 1, Census Tract 214, Bell County, Texas",1470
480270214002,"Block Group 2, Census Tract 214, Bell County, Texas",1391
480270214003,"Block Group 3, Census Tract 214, Bell County, Texas",1489
480270215001,"Block Group 1, Census Tract 215, Bell County, Texas",2615
480270215002,"Block Group 2, Census Tract 215, Bell County, Texas",2172
480270215003,"Block Group 3, Census Tract 215, Bell County, Texas",2599
480270216011,"Block Group 1, Census Tract 216.01, Bell County, Texas",985
480270216012,"Block Group 2, Census Tract 216.01, Bell County, Texas",865
480270216013,"Block Group 3, Census Tract 216.01, Bell County, Texas",907
480270216014,"Block Group 4, Census Tract 216.01, Bell County, Texas",1292
480270216015,"Block Group 5, Census Tract 216.01, Bell County, Texas",1540
480270216021,"Block Group 1, Census Tract 216.02, Bell County, Texas",2881
480270217001,"Block Group 1, Census Tract 217, Bell County, Texas",4995
480270217002,"Block Group 2, Census Tract 217, Bell County, Texas",1708
480270217003,"Block Group 3, Census Tract 217, Bell County, Texas",758
480270217004,"Block Group 4, Census Tract 217, Bell County, Texas",1293
480270218001,"Block Group 1, Census Tract 218, Bell County, Texas",3888
480270218002,"Block Group 2, Census Tract 218, Bell County, Texas",4768
480270218003,"Block Group 3, Census Tract 218, Bell County, Texas",734
480270219011,"Block Group 1, Census Tract 219.01, Bell County, Texas",671
480270219012,"Block Group 2, Census Tract 219.01, Bell County, Texas",850
480270219013,"Block Group 3, Census Tract 219.01, Bell County, Texas",1210
480270219014,"Block Group 4, Census Tract 219.01, Bell County, Texas",804
480270219031,"Block Group 1, Census Tract 219.03, Bell County, Texas",1642
480270219032,"Block Group 2, Census Tract 219.03, Bell County, Texas",2897
480270219033,"Block Group 3, Census Tract 219.03, Bell County, Texas",4565
480270219041,"Block Group 1, Census Tract 219.04, Bell County, Texas",4228
480270219042,"Block Group 2, Census Tract 219.04, Bell County, Texas",1709
480270219043,"Block Group 3, Census Tract 219.04, Bell County, Texas",3922
480270219044,"Block Group 4, Census Tract 219.04, Bell County, Texas",2250
480270220001,"Block Group 1, Census Tract 220, Bell County, Texas",3964
480270220002,"Block Group 2, Census Tract 220, Bell County, Texas",2194
480270220003,"Block Group 3, Census Tract 220, Bell County, Texas",1146
480270220004,"Block Group 4, Census Tract 220, Bell County, Texas",876
480270221011,"Block Group 1, Census Tract 221.01, Bell County, Texas",1651
480270221012,"Block Group 2, Census Tract 221.01, Bell County, Texas",835
480270221013,"Block Group 3, Census Tract 221.01, Bell County, Texas",1283
480270221014,"Block Group 4, Census Tract 221.01, Bell County, Texas",528
480270221031,"Block Group 1, Census Tract 221.03, Bell County, Texas",3138
480270221032,"Block Group 2, Census Tract 221.03, Bell County, Texas",2510
480270221041,"Block Group 1, Census Tract 221.04, Bell County, Texas",826
480270221042,"Block Group 2, Census Tract 221.04, Bell County, Texas",1093
480270221043,"Block Group 3, Census Tract 221.04, Bell County, Texas",1266
480270221044,"Block Group 4, Census Tract 221.04, Bell County, Texas",1011
480270221051,"Block Group 1, Census Tract 221.05, Bell County, Texas",981
480270221052,"Block Group 2, Census Tract 221.05, Bell County, Texas",1120
480270222001,"Block Group 1, Census Tract 222, Bell County, Texas",704
480270222002,"Block Group 2, Census Tract 222, Bell County, Texas",1778
480270222003,"Block Group 3, Census Tract 222, Bell County, Texas",1122
480270223001,"Block Group 1, Census Tract 223, Bell County, Texas",1086
480270223002,"Block Group 2, Census Tract 223, Bell County, Texas",1058
480270223003,"Block Group 3, Census Tract 223, Bell County, Texas",816
480270223004,"Block Group 4, Census Tract 223, Bell County, Texas",815
480270224011,"Block Group 1, Census Tract 224.01, Bell County, Texas",994
480270224012,"Block Group 2, Census Tract 224.01, Bell County, Texas",4872
480270224021,"Block Group 1, Census Tract 224.02, Bell County, Texas",5970
480270224022,"Block Group 2, Census Tract 224.02, Bell County, Texas",1960
480270224031,"Block Group 1, Census Tract 224.03, Bell County, Texas",878
480270224032,"Block Group 2, Census Tract 224.03, Bell County, Texas",3264
480270224033,"Block Group 3, Census Tract 224.03, Bell County, Texas",426
480270224041,"Block Group 1, Census Tract 224.04, Bell County, Texas",5729
480270224042,"Block Group 2, Census Tract 224.04, Bell County, Texas",1710
480270224051,"Block Group 1, Census Tract 224.05, Bell County, Texas",789
480270224052,"Block Group 2, Census Tract 224.05, Bell County, Texas",1312
480270225011,"Block Group 1, Census Tract 225.01, Bell County, Texas",579
480270225012,"Block Group 2, Census Tract 225.01, Bell County, Texas",854
480270225013,"Block Group 3, Census Tract 225.01, Bell County, Texas",872
480270225014,"Block Group 4, Census Tract 225.01, Bell County, Texas",721
480270225021,"Block Group 1, Census Tract 225.02, Bell County, Texas",5114
480270225022,"Block Group 2, Census Tract 225.02, Bell County, Texas",3388
480270225023,"Block Group 3, Census Tract 225.02, Bell County, Texas",3729
480270226001,"Block Group 1, Census Tract 226, Bell County, Texas",841
480270226002,"Block Group 2, Census Tract 226, Bell County, Texas",997
480270226003,"Block Group 3, Census Tract 226, Bell County, Texas",808
480270226004,"Block Group 4, Census Tract 226, Bell County, Texas",453
480270226005,"Block Group 5, Census Tract 226, Bell County, Texas",1152
480270228011,"Block Group 1, Census Tract 228.01, Bell County, Texas",820
480270228012,"Block Group 2, Census Tract 228.01, Bell County, Texas",622
480270228013,"Block Group 3, Census Tract 228.01, Bell County, Texas",982
480270229001,"Block Group 1, Census Tract 229, Bell County, Texas",1101
480270229002,"Block Group 2, Census Tract 229, Bell County, Texas",1054
480270229003,"Block Group 3, Census Tract 229, Bell County, Texas",789
480270229004,"Block Group 4, Census Tract 229, Bell County, Texas",611
480270230001,"Block Group 1, Census Tract 230, Bell County, Texas",478
480270230002,"Block Group 2, Census Tract 230, Bell County, Texas",1186
